Trade_ID,Date,Ticker,Company_Name,Sector,Exchange,Currency,Open,High,Low,Close,Volume,Trade_Type,Trade_Price,Quantity,Trade_Value,MA_7,MA_30,RSI,Trader_ID,Broker,Commission,Net_Value
TRD-126376,2023-09-14,JNJ,Johnson & Johnson,Healthcare,NYSE,USD,376.05,380.87,372.98,376.88,1550031.0,Sell,374.85,366.0,137195.1,381.67,,39.01,TRD1031,,137.2,137057.9
TRD-101323,2021-02-22,DIS,Walt Disney Co.,Communication,NASDAQ,USD,109.12,111.08,108.73,109.93,9578828.0,Sell,109.17,302.0,32969.34 USD,109.6,106.77,27.5,TRD1077,Morgan Stanley,32.97,32936.37
TRD-122065,2023-04-07,AMZN,Amazon.com Inc.,Consumer Cyclical,LSE,USD,119.26,120.15,118.17,118.25,17557296.0,BUY,119.01,447.0,53197.47,117.76,121.23,43.69,TRD1009,Schwab,53.2,53144.27
TRD-129936,"Jan 23, 2024",WMT,Walmart Inc.,Consumer Defensive,TSX,USD,182.8,186.04,180.8,?,2603287.0,B,,224.0,40586.56,185.29,181.64,52.79,TRD1039,JP Morgan,40.59,40545.97
TRD-117636,2022-10-26,DIS,Walt Disney Co.,Communication,LSE,CAD,53.58,54.1,53.3,53.31,238271.0,Sell,53.87,49.0,2639.63,52.68,54.21,63.44,TRD1011,Vanguard,2.64,2636.99
TRD-137078,"Oct 14, 2024",GOOGL,Alphabet Inc.,Technology,LSE,CAD,88.26,88.62,86.34,86.45,40878082.0,Sell,86.63,90.0,7796.7,86.35,87.64,47.28,TRD1028,Morgan Stanley,7.8,7788.9
TRD-127149,2023-10-12,NVDA,NVIDIA Corporation,,NYSE,CAD,941.85,961.06,937.71,960.89,10172037.0,0,945.61,309.0,292193.49,972.04,942.86,44.28,TRD1033,Robinhood,292.19,291901.3
TRD-100239,12-01-2021,PFE,Pfizer Inc.,Healthcare,NASDAQ,CAD,39.3,39.94,39.29,,7544295.0,1,39.54,35.0,1383.9,39.79,40.15,,TRD1028,Schwab,1.38,1382.52
TRD-112093,2022-03-30,META,Meta Platforms,Technology,NYSE,CAD,422.48,427.96,418.54,419.86,778782.0,Sell,423.23,24.0,10157.52,419.68,415.31,63.09,TRD1064,Vanguard,10.16,10147.36
TRD-110915,2022-02-15,Tesla,Tesla Inc.,,TSX,USD,313.65,320.51,310.95,317.26,19993159.0,Buy,,252.0,80025.12,319.95,310.65,36.82,TRD1033,JP Morgan,80.03,79945.09
TRD-107321,05-10-2021,AAPL,Apple Inc.,Technology,NASDAQ,GBP,124.44,125.03,123.94,123.94,4009619.0,Sell,124.1,91.0,11293.1,123.17,124.41,25.23,TRD1067,Schwab,11.29,11281.81
TRD-126659,2023-09-25,DIS,Walt Disney Co.,Communication,NASDAQ,USD,109.78,110.0,107.74,,,Sell,109.33,422.0,46137.26,107.47,108.48,,TRD1014,Goldman Sachs,46.14,46091.12
TRD-118784,2022-12-07,DIS,Walt Disney Co.,Communication,LSE,USD,64.64,65.5,63.7,64.77,3290326.0,B,64.85,,22762.35,64.01,62.84,63.08,TRD1058,,22.76,22739.59
TRD-137730,2024-11-06,NVDA,NVIDIA Corporation,Technology,LSE,,839.0,851.68,838.72,846.61,26207714.0,BUY,843.36,137.0,115540.32,846.95,873.55,41.34,TRD1048,Vanguard,115.54,115424.78
TRD-107388,2021-10-06,DIS,Walt Disney Co.,Communication,TSX,USD,88.77,89.58,88.24,#VALUE!,22502839.0,Buy,88.61,66.0,5848.26,88.28,84.79,47.72,TRD1041,Fidelity,5.85,5842.41
TRD-103548,18-05-2021,TSLA,Tesla Inc.,Automotive,NYSE,USD,223.13,228.6,221.76,228.52,4619410.0,Buy,222.11,58.0,12882.38,228.96,228.1,28.28,TRD1019,Schwab,12.88,12869.5
TRD-101503,2021-03-01,NVDA,NVIDIA Corporation,Technology,TSX,USD,455.26,460.17,449.69,N/A,4966982.0,Sell,454.06,415.0,188434.9,455.75,438.85,52.79,TRD1078,Schwab,188.43,188246.47
TRD-125014,2023-07-25,DIS,Walt Disney Co.,Communication,LSE,USD,108.37,108.76,107.89,108.39,3869977.0,Buy,,174.0,18774.6,109.35,109.52,58.45,TRD1022,Vanguard,18.77,18755.83
TRD-122674,2023-05-01,tesla,Tesla Inc.,Automotive,TSX,CAD,402.0,405.8,401.05,,3101579.0,Sell,401.41,284.0,114000.44,402.48,400.38,42.35,TRD1074,Schwab,114.0,113886.44
TRD-102855,2021-04-21,XOM,Exxon Mobil,Energy,NASDAQ,USD,126.19,127.83,125.68,?,7497574.0,buy,126.89,193.0,24489.77,125.97,127.89,50.54,TRD1000,Schwab,24.49,24465.28
TRD-137560,2024-10-31,Msft,Microsoft Corporation,Technology,TSX,GBP,2211.93,2224.8,2166.28,2179.13,,1,2216.4,399.0,884343.6,2164.31,2240.89,28.45,TRD1050,Vanguard,884.34,883459.26
TRD-135300,2024-08-08,MSFT,Microsoft Corporation,Technology,NYSE,GBP,1714.37,1723.64,1677.44,N/A,1595134.0,Sell,1704.42,,20453.04,1674.55,1658.03,57.95,TRD1052,Vanguard,20.45,20432.59
TRD-101060,2021-02-11,NFLX,Netflix Inc.,Communication,LSE,USD,406.31,417.97,403.41,415.3,1878226.0,Buy ,417.84,80.0,33427.2,,421.53,27.83,TRD1046,JP Morgan,33.43,33393.77
TRD-119020,2022-12-16,XOM,Exxon Mobil,Energy,TSX,USD,117.59,118.6,115.87,116.24,2037478.0,Sell,,85.0,"9998,55",116.73,115.09,70.37,TRD1014,Fidelity,10.0,9988.55
TRD-117210,"Oct 10, 2022",DIS,Walt Disney Co.,Communication,NYSE,GBP,60.25,60.84,57.99,58.18,25436975.0,Sell,58.6,203.0,11895.8,56.78,58.35,68.19,TRD1042,Schwab,11.9,11883.9
TRD-106756,2021-09-14,NFLX,Netflix Inc.,Communication,NASDAQ,USD,239.8,247.59,239.56,246.38,1104438.0,Sell,244.13,368.0,89839.84,246.61,244.41,47.04,TRD1018,JP Morgan,89.84,89750.0
TRD-128653,2023-12-07,NVDA,NVIDIA Corporation,Technology,NASDAQ,USD,981.97,1002.68,975.59,994.72,,Sell,994.63,227.0,225781.01,989.74,961.5,38.61,TRD1037,Goldman Sachs,225.78,225555.23
TRD-124863,2023-07-19,NVDA,NVIDIA Corporation,Technology,LSE,USD,866.23,874.8,849.58,859.3,9402766.0,Buy ,859.87,420.0,361145.4,,862.0,62.39,TRD1033,,361.15,360784.25
TRD-126922,2023-10-04,DIS,Walt Disney Co.,Communication,TSX,USD,109.34,110.34,108.05,109.64,4438483.0,1,108.27,,17106.66,108.67,111.78,39.06,TRD1026,Vanguard,17.11,17089.55
TRD-135806,2024-08-27,XOM,Exxon Mobil,,NYSE,USD,159.54,164.0,157.75,163.09,12548542.0,Buy ,,8.0,1266.4,163.59,167.78,25.88,TRD1071,Fidelity,1.27,1265.13
TRD-135554,2024-08-16,NVDA,NVIDIA Corporation,Technology,TSX,,790.81,796.83,790.48,791.9,1837873.0,sell,792.7,206.0,163296.2,788.63,799.02,36.53,TRD1036,Fidelity,163.3,163132.9
TRD-100116,"Jan 07, 2021",JPM,JPMorgan Chase,Financial,NYSE,USD,142.51,143.45,140.98,142.33,3755261.0,Buy,142.59,,48480.6,145.95,144.35,53.78,TRD1061,Goldman Sachs,48.48,48432.12
TRD-110665,2022-02-04,NVDA,NVIDIA Corporation,,LSE,USD,506.36,507.94,503.24,503.69,2290720.0,BUY,,,213386.58,,506.2,37.39,TRD1056,Robinhood,213.39,213173.19
TRD-132507,"Apr 25, 2024",META,Meta Platforms,Technology,TSX,USD,530.99,535.08,523.3,527.74,2033946.0,B,530.63,218.0,115677.34,538.5,519.55,,TRD1010,Schwab,115.68,115561.66
TRD-133636,06/06/2024,NVDA,NVIDIA Corporation,Technology,NASDAQ,USD,707.58,709.77,687.29,N/A,17705642.0,Sell,,,176586.03,698.48,725.07,53.35,TRD1078,JP Morgan,176.59,176409.44
TRD-115590,2022-08-10,MSFT,Microsoft Corporation,Technology,NASDAQ,CAD,544.83,558.61,544.09,554.19,4335263.0,1,546.92,284.0,155325.28,547.79,561.32,66.35,TRD1036,Goldman Sachs,155.33,155169.95
TRD-138546,2024-12-09,MSFT,Microsoft Corporation,Technology,NYSE,USD,1937.36,1941.61,1918.52,1927.38,969773.0,Buy,1930.13,287.0,553947.31,1928.09,1911.61,-20.0,TRD1001,Robinhood,553.95,553393.36
TRD-100172,2021/01/11,AAPL,  Apple Inc.  ,Technology,TSX,GBP,141.85,142.91,139.56,141.57,3721746.0,Buy,142.16,332.0,47197.12,138.57,141.28,67.03,TRD1037,Fidelity,47.2,47149.92
TRD-109724,31-12-2021,NFLX,Netflix Inc.,Communication,NASDAQ,USD,219.17,220.21,218.04,219.99,745944.0,Buy,,225.0,49245.75,217.47,221.45,36.84,TRD1024,Fidelity,49.25,49196.5
TRD-134463,2024-07-08,BAC,Bank of America,Financial,NYSE,GBP,119.42,119.59,117.82,117.82,2283603.0,SELL,119.46,41.0,4897.86,118.75,119.68,26.46,TRD1058,Morgan Stanley,4.9,4892.96
TRD-110801,2022-02-10,JPM,JPMorgan Chase,Financial,NYSE,,91.27,82.27018067785286,90.8,91.16,4618287.0,SELL,91.91,92.0,8455.72,91.62,88.5,62.76,TRD1036,,8.46,8447.26
TRD-110369,2022-01-25,XOM,Exxon Mobil,Energy,NASDAQ,USD,150.42,153.27,150.38,152.11,1592726.0,Buy,,233.0,35439.3,152.85,152.83,56.63,TRD1060,Schwab,35.44,35403.86
TRD-116290,05 Sep 2022,DIS,Walt Disney Co.,,NASDAQ,,50.53,51.02,49.61,49.62,765002.0,Buy ,50.5,465.0,23482.5,49.82,48.72,64.15,TRD1051,,23.48,23459.02
TRD-122790,04 May 2023,MSFT,Microsoft Corporation,Technology,LSE,,936.84,952.05,933.55,946.93,127383708.0,Buy,,356.0,334162.96,933.98,,61.4,TRD1005,Vanguard,334.16,333828.8
TRD-108928,2021-12-01,JNJ,  Johnson & Johnson  ,Healthcare,NASDAQ,USD,210.1,212.95,209.14,211.04,27730429.0,BUY,209.28,43.0,8999.04,210.89,208.12,34.61,TRD1017,Goldman Sachs,9.0,8990.04
TRD-122450,2023-04-21,XOM,Exxon Mobil,,NASDAQ,USD,113.26,114.41,111.44,111.65,5985026.0,Sell,114.16,195.0,22261.2,110.85,110.07,67.29,TRD1075,Goldman Sachs,22.26,22238.94
TRD-105121,2021-07-15,GOOGL,Alphabet Inc.,Technology,LSE,USD,117.05,120.36,116.66,,,sell,117.75,399.0,46982.25,119.06,,59.42,TRD1070,,46.98,46935.27
TRD-135933,2024-08-30,META,Meta Platforms,,LSE,USD,542.26,544.5,527.04,,8783855.0,Buy,541.02,221.0,119565.42,517.04,521.67,25.15,TRD1009,Vanguard,119.57,119445.85
TRD-104170,2021-06-09,JNJ,Johnson & Johnson,Healthcare,TSX,USD,156.02,156.44,154.54,154.84,894124.0,Sell,155.49,373.0,57997.77,155.22,159.95,74.77,TRD1026,Goldman Sachs,58.0,57939.77
TRD-126603,"Sep 22, 2023",AMZN,Amazon.com Inc.,Consumer Cyclical,LSE,CAD,133.29,137.73,133.14,135.48,1794567.0,1,133.39,209.0,27878.51,,136.39,26.24,TRD1057,Fidelity,27.88,27850.63
TRD-128697,2023-12-11,AAPL,Apple Inc.,Technology,TSX,USD,98.51,102.56,98.01,101.74,14811458.0,Sell,102.02,251.0,25607.02,102.96,100.66,66.92,TRD1070,Vanguard,25.61,25581.41
TRD-135294,08-08-2024,GOOGL,Alphabet Inc.,Technology,LSE,USD,111.76,112.57,109.97,111.65,6214739.0,Buy ,111.21,378.0,42037.38,,108.58,44.52,TRD1051,Schwab,42.04,41995.34
TRD-124446,2023/07/04,WMT,Walmart Inc.,Consumer Defensive,NYSE,GBP,186.31,194.48,185.27,193.38,3849025.0,Sell,190.06,68.0,12924.08,194.34,192.6,25.95,TRD1049,Schwab,12.92,12911.16
TRD-131550,2024-03-22,MSFT,Microsoft Corporation,Technology,NYSE,CAD,1268.75,1288.73,1255.63,1286.02,10057577.0,Sell,1267.37,72.0,91250.64,,1285.57,60.46,TRD1005,Morgan Stanley,91.25,91159.39
TRD-128661,2023-12-07,DIS,Walt Disney Co.,Communication,TSX,USD,105.85,106.63,103.66,104.03,798538.0,Buy,105.31,397.0,41808.07,103.93,104.42,,TRD1070,JP Morgan,41.81,41766.26
TRD-119082,2022-12-20,AAPL,Apple Inc.,Technology,LSE,USD,142.86,144.65,140.26,,8842129.0,0,143.59,73.0,10482.07 USD,,140.04,29.57,TRD1035,JP Morgan,10.48,10471.59
TRD-116981,2022-09-30,JNJ,Johnson & Johnson,Healthcare,LSE,USD,202.24,206.89,202.04,206.67,6393189.0,Buy,204.32,208.0,42498.56,210.16,196.45,47.2,TRD1039,Fidelity,42.5,42456.06
TRD-118484,2022-11-28,MSFT,Microsoft Corporation,Technology,NASDAQ,,657.62,660.15,625.01,626.35,12807084.0,Sell,643.09,387.0,248875.83,637.17,614.89,30.5,TRD1008,Fidelity,248.88,248626.95
TRD-111430,2022/03/04,NFLX,Netflix Inc.,Communication,LSE,,190.24,195.75,190.2,195.63,1280075.0,sell,193.18,119.0,22988.42,194.95,192.15,53.35,TRD1047,Schwab,22.99,22965.43
TRD-114045,2022-06-13,JPM,  JPMorgan Chase  ,Financial,TSX,USD,79.52,79.7,78.07,78.59,,1,78.71,424.0,33373.04,77.44,78.55,36.21,TRD1066,Goldman Sachs,33.37,33339.67
TRD-109298,2021-12-15,BAC,Bank of America,Financial,LSE,GBP,56.78,56.88,55.81,56.68,3881185.0,Sell,56.28,123.0,6922.44,56.84,56.99,65.06,TRD1042,Goldman Sachs,6.92,6915.52
TRD-113066,05-05-2022,NFLX,Netflix Inc.,Communication,NASDAQ,,182.03,188.06,181.05,186.55,10349332.0,buy,185.57,248.0,46021.36,183.78,187.58,61.46,TRD1039,Robinhood,46.02,45975.34
TRD-120005,2023-01-23,AMZN,Amazon.com Inc.,,NYSE,USD,138.57,141.51,137.95,140.75,3503928.0,BUY,140.79,159.0,22385.61,139.86,134.77,47.42,TRD1025,Goldman Sachs,22.39,22363.22
TRD-135869,2024-08-29,MSFT,Microsoft Corporation,Technology,LSE,USD,1841.64,1860.7,1813.41,1856.76,6428604.0,Buy,1824.17,228.0,415910.76,1847.12,1948.12,44.41,TRD1069,Schwab,415.91,415494.85
TRD-139129,30-12-2024,AMZN,Amazon.com Inc.,Consumer Cyclical,NYSE,GBP,157.68,160.76,155.57,unknown,7315284.0,Buy,157.71,25.0,3942.75,160.19,153.81,49.89,TRD1009,,3.94,3938.81
TRD-131669,27-03-2024,MSFT,Microsoft Corporation,Technology,NYSE,USD,1305.39,1363.02,1304.95,1350.41,12487942.0,S,1323.17,272.0,359902.24,1357.6,,54.77,TRD1077,Schwab,359.9,359542.34
TRD-103357,2021-05-11,GOOGL,  Alphabet Inc.  , Technology ,TSX,GBP,117.56,120.22,117.24,119.1,,Buy,118.66,190.0,22545.4,116.07,115.55,46.19,TRD1003,JP Morgan,22.55,22522.85
TRD-123045,15 May 2023,AAPL,Apple Inc.,Technology,TSX,GBP,145.99,148.77,144.9,148.72,9852737.0,Sell,144.97,,10582.81,150.74,151.81,53.33,TRD1024,Morgan Stanley,10.58,10572.23
TRD-107075,24-09-2021,BAC,Bank of America,Financial,TSX,CAD,66.98,67.02,66.73,66.98,7672825.0,Sell,66.98,71.0,4755.58,66.92,,53.4,TRD1022,Morgan Stanley,4.76,4750.82
TRD-100748,2021-02-01,TSLA,Tesla Inc.,Automotive,NASDAQ,USD,210.79,212.0,208.24,unknown,4681911.0,sell,,61.0,12878.32,210.92,207.9,63.22,TRD1078,Vanguard,12.88,12865.44
TRD-100491,2021-01-21,JNJ,Johnson & Johnson,Healthcare,NYSE,USD,152.69,156.39,152.2,155.82,4787788.0,Buy,152.46,182.0,27747.72,158.55,151.25,44.15,TRD1022,Fidelity,27.75,27719.97
TRD-125386,2023-08-08,PFE,Pfizer Inc.,Healthcare,TSX,USD,21.12,21.47,20.96,21.39,875940.0,Buy,21.28,,9576.0,21.27,21.15,,TRD1055,Goldman Sachs,9.58,9566.42
TRD-126860,2023-10-03,AMZN,Amazon.com Inc.,Consumer Cyclical,LSE,USD,133.84,139.19,133.14,138.16,315513.0,SELL,137.2,350.0,48020.0,138.77,137.71,51.41,TRD1046,JP Morgan,48.02,47971.98
TRD-116823,2022-09-26,GOOGL,Alphabet Inc.,Technology,NYSE,GBP,113.81,114.5,111.8,113.36,7617647.0,Sell,112.03,,5489.47,113.54,,-5.0,TRD1001,Schwab,5.49,5483.98
TRD-137306,22 Oct 2024,TSLA,Tesla Inc.,Automotive,LSE,USD,423.99,425.92,422.32,425.33,817506.0,Sell,422.38,431.0,182045.78,420.77,439.59,62.83,TRD1009,Fidelity,182.05,181863.73
TRD-124328,"Jun 29, 2023",JPM,JPMorgan Chase,Financial,NASDAQ,USD,94.14,95.37,92.51,93.48,2308750.0,Sell,93.95,62.0,5824.9,92.69,90.94,72.04,TRD1048,Robinhood,5.82,5819.08
TRD-101534,2021-03-02,BAC,Bank of America,Financial,NYSE,GBP,38.67,40.1,38.55,39.63,10526850.0,B,39.47,188.0,7420.36,39.92,40.22,,TRD1033,Goldman Sachs,7.42,7412.94
TRD-136538,23 Sep 2024,DIS,Walt Disney Co.,Communication,LSE,USD,115.48,116.47,114.67,115.5,5360385.0,Buy,115.12,,18764.56,116.31,116.39,70.91,TRD1035,Morgan Stanley,18.76,18745.8
TRD-130948,2024-02-29,XOM,Exxon Mobil,Energy,NYSE,USD,117.3,119.45,114.25,114.97,14852601.0,Sell ,119.27,158.0,18844.66,113.99,113.2,40.06,TRD1055,Fidelity,18.84,18825.82
TRD-126942,2023/10/05,JPM,JPMorgan Chase,Financial,LSE,GBP,76.45,79.72,76.42,78.75,1462157.0,Sell,77.99,479.0,37357.21,79.54,76.6,72.59,TRD1061,Vanguard,37.36,37319.85
TRD-108101,"Nov 02, 2021",GOOGL,Alphabet Inc.,,NASDAQ,,106.13,107.15,104.87,105.29,6103001.0,Sell,105.04,99.0,10398.96,105.21,,51.29,TRD1021,Morgan Stanley,10.4,10388.56
TRD-105010,2021/07/09,DIS,Walt Disney Co.,Communication,LSE,CAD,78.68,81.45,78.1,80.42,3928168.0,Sell,80.11,,6248.58,79.58,77.5,59.1,TRD1063,Schwab,6.25,6242.33
TRD-112668,2022-04-20,DIS,Walt Disney Co.,Communication,NASDAQ,USD,65.5,65.85,63.84,64.08,5428177.0,buy,65.0,260.0,16900.0,64.48,62.32,45.67,TRD1029,Fidelity,16.9,16883.1
TRD-123002,"May 11, 2023",DIS,Walt Disney Co.,Communication,NYSE,CAD,110.34,114.34,109.96,112.73,,Buy,113.2,52.0,5886.4,113.59,111.44,48.07,TRD1067,Vanguard,5.89,5880.51
TRD-105685,2021-08-05,NFLX,Netflix Inc.,Communication,TSX,USD,253.67,254.83,252.44,254.77,,Buy,254.16,56.0,14232.96,256.69,255.2,58.63,TRD1017,Vanguard,14.23,14218.73
TRD-102754,16-04-2021,NVDA,NVIDIA Corporation,Technology,LSE,USD,493.8,510.03,491.65,,1287651.0,Buy,501.51,170.0,85256.7,509.17,499.13,67.43,TRD1058,,85.26,85171.44
TRD-136209,2024-09-11,AMZN,Amazon.com Inc.,Consumer Cyclical,NASDAQ,USD,146.04,148.0,144.0,147.76,20039628.0,Buy,145.79,384.0,55983.36,,145.97,27.85,TRD1070,JP Morgan,55.98,55927.38
TRD-114452,2022-06-28,JPM,JPMorgan Chase,,TSX,,82.77,83.56,82.75,83.12,1076819.0,buy,0.0,86.0,7137.14,83.79,82.12,25.4,TRD1076,JP Morgan,7.14,7130.0
TRD-135336,2024-08-09,GOOGL,Alphabet Inc.,Technology,NYSE,USD,111.15,111.9,110.14,111.6,1173227.0,Sell ,111.66,410.0,45780.6,,,,TRD1028,JP Morgan,45.78,45734.82
TRD-110178,2022-01-18,DIS,Walt Disney Co.,Communication,NASDAQ,USD,63.2,63.29,62.29,62.84,4354896.0,Sell,62.54,426.0,26642.04,62.8,,58.68,TRD1014,Robinhood,26.64,26615.4
TRD-103113,2021-04-30,WMT,Walmart Inc.,Consumer Defensive,NASDAQ,GBP,181.28,182.01,175.48,99999.0,4168365.0,Sell,181.91,274.0,49843.34,175.9,,,TRD1062,Goldman Sachs,49.84,49793.5
TRD-106126,23 Aug 2021,GOOGL,Alphabet Inc.,Technology,LSE,USD,126.93,128.72,123.7,125.36,4119991.0,Sell,125.65,364.0,45736.6,125.25,122.32,69.25,TRD1004,Schwab,45.74,45690.86
TRD-138416,2024-12-03,WMT,Walmart Inc.,Consumer Defensive,LSE,CAD,245.68,247.56,238.43,238.72,34454692.0,S,243.59,232.0,56512.88,242.24,236.37,54.94,TRD1010,Goldman Sachs,56.51,56456.37
TRD-104181,2021/06/09,NVDA,NVIDIA Corporation,Technology,LSE,USD,461.17,483.51,459.99,478.55,3469333.0,Buy,471.41,226.0,106538.66,474.45,495.57,41.47,TRD1011,Robinhood,106.54,106432.12
TRD-110594,2022-02-02,DIS,Walt Disney Co.,Communication,NASDAQ,USD,61.84,63.94,61.69,63.42,3895080.0,Buy,63.18,490.0,30958.2,63.14,64.81,67.71,TRD1033,,30.96,30927.24
TRD-132495,2024-04-25,JPM,JPMorgan Chase,Financial,NASDAQ,,61.55,61.55,58.98,,2175443.0,BUY,59.85,6.0,$359.1,,59.42,43.01,TRD1059,Fidelity,0.36,358.74
TRD-127238**,2023-10-17,AAPL,Apple Inc.,Technology,LSE,USD,112.3,115.21,112.02,114.44,10804931.0,Buy,,159.0,18192.78,115.36,114.42,35.72,TRD1056,Robinhood,18.19,18174.59
TRD-110458,2022-01-28,AAPL,Apple Inc.,Technology,TSX,USD,122.64,122.7,120.96,121.4,0.0,buy,122.29,,10150.07,123.21,125.97,74.91,TRD1016,Morgan Stanley,10.15,10139.92
TRD-121454,2023-03-16,JNJ,Johnson & Johnson,Healthcare,TSX,GBP,181.11,182.18,178.33,179.04,3481042.0,Buy,179.41,58.0,10405.78,179.4,173.03,47.61,TRD1003,Fidelity,10.41,10395.37
TRD-128722,2023-12-11,NFLX,Netflix Inc.,Communication,TSX,CAD,156.57,158.07,156.51,157.02,1778630.0,sell,157.89,68.0,10736.52,157.66,158.45,60.29,TRD1052,Morgan Stanley,10.74,10725.78
TRD-133257,2024-05-23,BAC,Bank of America,,NASDAQ,,102.58,105.21,101.21,105.08,4685485.0,Buy,101.48,216.0,21919.68,104.42,104.17,57.96,TRD1037,Vanguard,21.92,21897.76
TRD-123314,2023-05-23,META,  Meta Platforms  ,Technology,TSX,GBP,635.13,637.02,621.66,623.35,7717246.0,Sell,625.95,292.0,182777.4,627.86,,46.68,TRD1051,Fidelity,182.78,182594.62
TRD-106994,2021-09-22,PFE,Pfizer Inc.,,NASDAQ,USD,51.68,51.7,48.93,49.36,14313738.0,Sell,50.42,237.0,11949.54,50.17,49.7,27.03,TRD1009,Goldman Sachs,11.95,11937.59
TRD-126406,2023-09-15,AMZN,Amazon.com Inc.,Consumer Cyclical,LSE,USD,145.24,146.14,143.17,143.65,10693843.0,1,145.95,493.0,71953.35,,146.77,68.28,TRD1061,Goldman Sachs,71.95,71881.4
TRD-106804,2021/09/16,GOOGL,Alphabet Inc.,Technology,TSX,GBP,119.37,126.56,119.2,124.48,315298.0,0,125.66,415.0,52148.9,123.77,123.16,73.38,TRD1072,JP Morgan,52.15,52096.75
TRD-102678,14 Apr 2021,DIS,Walt Disney Co.,,LSE,GBP,100.94,103.83,100.67,,10226266.0,Buy,103.42,68.0,7032.56,103.34,,67.49,TRD1021,Fidelity,7.03,7025.53
TRD-115706,2022-08-15,TSLA,Tesla Inc.,,TSX,GBP,353.94,355.93,347.85,351.72,8130073.0,S,,392.0,138995.36,,369.09,65.18,TRD1067,Morgan Stanley,139.0,138856.36
TRD-121369,2023-03-14,JPM,JPMorgan Chase,Financial,NYSE,,107.55,108.07,107.49,107.52,,Buy,107.72,359.0,38671.48,,111.36,64.44,TRD1004,,38.67,38632.81
TRD-128793,2023-12-13,TSLA,Tesla Inc.,Automotive,NASDAQ,USD,483.02,483.64,470.83,475.96,4280134.0,sell,477.12,98.0,46757.76,477.43,490.84,66.53,TRD1076,,46.76,46711.0
TRD-133348,2024-05-28,MSFT,Microsoft Corporation,Technology,TSX,USD,1336.41,1340.69,1299.26,1314.83,7901529.0,Sell ,1325.37,436.0,577861.32,1328.49,1312.75,46.76,TRD1047,JP Morgan,577.86,577283.46
TRD-128007,2023-11-15,GOOGL,Alphabet Inc.,Technology,NYSE,GBP,101.7,105.27,101.04,104.42,68419854.0,Buy,101.44,,49096.96,102.18,101.92,50.99,TRD1048,Vanguard,49.1,49047.86
TRD-122312,18-04-2023,AAPL,Apple Inc.,Technology,NYSE,GBP,142.72,148.42,141.12,147.29,4294033.0,Sell,142.54,476.0,67849.04,146.27,145.81,48.53,TRD1017,Fidelity,67.85,67781.19
TRD-107565,2021-10-13,WMT,Walmart Inc.,Consumer Defensive,NYSE,USD,179.0,182.81,176.84,181.55,8429983.0,Sell,182.78,,15719.08,183.03,177.67,46.97,TRD1037,Vanguard,15.72,15703.36
TRD-110413,2022-01-26,NVDA,  NVIDIA Corporation  , Technology ,NYSE,USD,461.37,462.82,434.04,437.26,21959269.0,Sell,459.94,468.0,215251.92,445.82,440.13,,TRD1000,Robinhood,215.25,215036.67
TRD-138629,12/11/2024,AMZN,Amazon.com Inc.,Consumer Cyclical,NASDAQ,CAD,144.62,147.37,144.19,147.24,175097.0,Sell,145.36,471.0,68464.56,146.7,,35.57,TRD1064,Robinhood,68.46,68396.1
TRD-117120,2022/10/06,JPM,JPMorgan Chase,Financial,NASDAQ,USD,76.71,78.63,75.99,77.82,2712649.0,Sell,78.11,108.0,8435.88,78.69,76.68,35.91,TRD1079,Vanguard,8.44,8427.44
TRD-138762**,2024-12-16,NFLX,Netflix Inc.,Communication,NYSE,USD,135.67,136.05,134.54,135.93,2503333.0,Buy,135.58,328.0,44470.24,137.04,136.94,71.44,TRD1020,Goldman Sachs,44.47,44425.77
TRD-138608,2024-12-10,META,Meta Platforms,Technology,NASDAQ,USD,577.08,583.96,552.67,555.57,2837330.0,Buy,572.96,271.0,155272.16,,547.53,43.27,TRD1077,Fidelity,155.27,155116.89
TRD-100090,06 Jan 2021,META,Meta Platforms,Technology,NASDAQ,GBP,328.18,331.21,324.63,330.98,2050825.0,BUY,328.56,452.0,148509.12,329.81,331.2,,TRD1037,Goldman Sachs,148.51,148360.61
TRD-104812,2021-07-02,NFLX,Netflix Inc.,,NYSE,CAD,286.35,287.67,281.84,285.14,5842689.0,BUY,287.27,,15225.31,283.87,279.77,37.29,TRD1034,Vanguard,15.23,15210.08
TRD-123937,2023-06-15,GOOGL,Alphabet Inc.,Technology,NASDAQ,USD,117.9,119.03,115.72,116.37,1301151.0,Sell,117.13,465.0,54465.45,115.42,114.66,50.91,TRD1008,Morgan Stanley,54.47,54410.98
TRD-103938,2021-06-01,META,Meta Platforms,Technology,TSX,USD,373.04,376.93,366.85,368.16,3746602.0,Sell,376.08,289.0,108687.12,372.74,362.5,30.83,TRD1038,Goldman Sachs,108.69,108578.43
TRD-112350,04/08/2022,BAC,Bank of America,,NASDAQ,USD,60.0,60.84,59.39,60.26,,sell,60.09,122.0,7330.98,,62.87,61.76,TRD1019,JP Morgan,7.33,7323.65
TRD-138720,2024-12-13,META,Meta Platforms,Technology,TSX,,552.83,572.84,552.33,564.47,2365330.0,Buy,561.73,425.0,238735.25,569.48,551.82,74.83,TRD1023,Fidelity,238.74,238496.51
TRD-135006,2024-07-29,WMT,Walmart Inc.,Consumer Defensive,LSE,USD,202.76,204.78,200.47,,1343044.0,Sell,201.46,318.0,64064.28,202.34,192.47,51.6,TRD1019,Vanguard,64.06,64000.22
